oid,obj_type,name,short_name,name_en,type,address_manual,phone,www,email,description,description_en,obj_history,obj_history_en,obj_hints,work_time,work_time_en,coord
5922,Религиозные объекты,Церковь Покрова Пресвятой Богородицы при Политехническом университете,,Mantle of Our Lady Church in the Politechnical University,,"Санкт-Петербург, Политехническая ул., д. 29",+7(812)5529392,,,,,,,,,,"60.007380,30.373100"
5923,Религиозные объекты,Церковь Покрова Пресвятой Богородицы на Боровой улице,,Mantle of Our Lady Church,,"Санкт-Петербург, Боровая ул., д. 52",+7(812)7663661,borovaya52.narod.ru/glavnaia.html,borovaya52@narod.ru,,,,,,,,"59.914042,30.343869"
5924,Религиозные объекты,Храм Рождества Пресвятой Богородицы при Консерватории,,Nativity of the Most Holy Mother of God Cathedral in Conservatory,,"Санкт-Петербург, Театральная пл., д. 3, к. 24а",+7(911)2972390; +7(911)9720203,nativitas.ru,,,,,,,,,"59.925809,30.298665"
5925,Религиозные объекты,Храм святителя Иоасафа Белгородского,,Sanctifier Iosaf Belgorodsky Cathedral,,"Санкт-Петербург, пос. Парголово, ул. Ленина, 6",+7(812)5138852,ioasaf.ru,ioasaf.pargolovo@gmail.com,,,,,,,,"60.079532,30.255564"
5926,Религиозные объекты,Церковь святого апостола Петра,,St. Apostle Peter Church,,"Санкт-Петербург, Лахта, Лахтинский проспект, д. 94",,,,,,,,,,,"59.991970,30.146311"
5927,Религиозные объекты,Храм Первоверховного Апостола Петра,,Sovereign Apostle Peter Cathedral,,"Санкт-Петербург, Искровский пр., 11",+7(812)4428168,ap-petra.narod.ru/index.html,,,,,,,,,"59.908137,30.460883"
5928,Религиозные объекты,Церковь Святого Великомученика Димитрия Солунского,,St. Martyr Demetrius of Thessaloniki Church,,"Санкт-Петербург, ул. 1-я Никитинская, д. 1а",+7(812)3023461,solunskij.ru,info@solunskij.ru,,,,,,,,"60.015251,30.297453"
5930,Религиозные объекты,Церковь Святого Великомученика Георгия Победоносца в Купчино,,St. Martyr George Church in Kupchino,,"Санкт-Петербург, пр. Славы, 45",+7(812)7733183,hram-slava.ru,info@hram-slava.ru,,,,,,,,"59.857970,30.395360"
5931,Религиозные объекты,Церковь святого праведного Иоанна Кронштадтского,,St. Holy John Kronshtadsky Church,,"Санкт-Петербург, Кронштадтская пл., 2",+7(812)7539979,,,,,,,,,,"59.852321,30.239673"
5932,Религиозные объекты,Церковь Святого Праведного Иова Многострадального,,St. Holy Job the Long-suffering Church,,"Санкт-Петербург, ул. Камчатская, д. 6",+7(812)7662749,www.hramiova.ru,hramiova@mail.ru,,,,,,,,"59.901319,30.354298"
5933,Религиозные объекты,Храм Св.Спиридона Тримифунтского,,St. Spiridon Trimifuntsky Cathedral,,"Санкт-Петербург, г. Ломоносов, Иликовский просп., д.1",+7(812)4232744,www.spyridon.spb.ru,,,,,,,,,"59.914132,29.762578"
5934,Религиозные объекты,Церковь святой блаженной Ксении Петербургской (домовая) при больнице святой блаженной Ксении Петербургской,,St. Blessed Xenia of Petersburg Family Church in the St. Blessed Xenia of Petersburg Hospital,,"Санкт-Петербург, наб. Обводного Канала, 19",,,,,,,,,,,"59.917091,30.382730"
5935,Религиозные объекты,Часовня во имя Святой Блаженной Ксении Петербургской,,Saint Blessed Xenia Peterburgskaya Chapel,,"Санкт-Петербург, Камская ул., 24",+7(812)3211483,,,,,,,,,,"59.945950,30.250911"
5936,Религиозные объекты,Церковь Святой Преподобной Мученицы Елизаветы,,St. Reverend Martyr Elisabeth Church,,"Санкт-Петербург, Академика Байкова ул., 14",+7(812)5554456,,,,,,,,,,"60.025062,30.386009"
5937,Религиозные объекты,Церковь Марии Магдалины в Павловске,,Maria Mgdalina Church in Pavlovsk,,"Санкт-Петербург, г. Павловск, Садовая ул., 17",+7(812)4706200; +7(812)4668204,,,,,,,,,,"59.685012,30.446582"
5938,Религиозные объекты,Церковь во имя Святой Живоначальной Троицы,,St. Life-Giving Trinity Church,,"Санкт-Петербург, г. Павловск, Конюшенная ул., 11",,,,,,,,,,,"59.685303,30.440527"
5939,Религиозные объекты,Церковь Петра и Павла в Павловском дворце,,Peter and Paul Church in Pavlovsk Palace,,"Санкт-Петербург, г. Павловск, Садовая ул., 20",+7(812)4668204,,,,,,,,,,"59.685140,30.454101"
5940,Религиозные объекты,Храм святых апостолов Петра и Павла в Шуваловском парке,,St. Apostles Peter and Paul Cathedral in Shuvalovsky Park,,"Санкт-Петербург, пос. Парголово, Шуваловский парк, д. 41",+7(812)5138762,petr-pavel.ru,,,,,,,,,"60.076628,30.303885"
5941,Религиозные объекты,"Церковь во имя святых мучениц Веры, Надежды, Любови и матери их Софии, подворье Покрово-Тервенического женского монастыря",,"St. Martyrs Vera, Nadezhda, Lyubov and their Mother Sofia Church, Metochion of the Pokrovo-Tervenichesky Convent",,"Санкт-Петербург, просп. Стачек, д. 186а",+7(812)5959501; +7(812)7586255,,,,,,,,,,"59.849831,30.234355"
5942,Религиозные объекты,Церковь Симеона и Анны,,Simeon and Anna's Church,,"Санкт-Петербург, Моховая улица, дом 48",+7(812)2798979; +7(812)2798779,,,,,,,,,,"59.938482,30.345872"
5943,Религиозные объекты,Храм Тихвинской иконы Божией Матери,,The Icon of the Virgin Mary of Tikhvin Cathedral,,"Санкт-Петербург, пр. Науки, д. 22 к. 2",+7(905)2287122,hram-tbm-spb.ru,hram-tbm-spb@yandex.ru,,,,,,,,"60.011014,30.414970"
5944,Религиозные объекты,Церковь Тихвинской иконы Божией Матери,,The Icon of the Virgin Mary of Tikhvin Church,,"Санкт-Петербург, Лиговский пр., 128Б",,,,,,,,,,,"59.916352,30.352367"
5945,Религиозные объекты,Церковь Трех Святителей Вселенских,,Three Ecumenical Sanctifiers Church,,"Санкт-Петербург, В.О., 6 линия, д.11",+7(812)3233418,,,,,,,,,,"59.939753,30.283214"
5946,Религиозные объекты,Церковь Успения Пресвятой Богородицы Санкт-Петербургского подворья ставропигиального мужского монастыря Свято-Веденская Оптина Пустынь,,Assumption of Our Lady Church in the Saint Petersburg Metochion of the stavropegic friary Svyato-Vvedenskaya Optina Pustyn,,"Санкт-Петербург, наб.лейтенанта Шмидта, д.27/2",+7(812)3217473 дежурный в храме; +7(812)3237436 канцелярия,rp-c.ru,mnih.spb@mail.ru,,,,,,,,"59.933469,30.275561"
